"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"3658","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Tinian","1946",NULL
"3659","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Aguiguan","1952",NULL
"3660","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Rota","1946",NULL
"3661","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Guam","1936",NULL
"3662","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Babelthuap","1946",NULL
"3663","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Koror","1946",NULL
"3664","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Ngesebus","1958",NULL
"3665","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Peleliu","1946",NULL
"3666","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Yap","1946",NULL
"3667","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Rumug","1950",NULL
"3668","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Wena(Moen)","1946",NULL
"3669","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Ton(Tol)","1946",NULL
"3670","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Tonoas(Dublon)","1946",NULL
"3671","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Fefan","1946",NULL
"3672","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Udot","1946",NULL
"3673","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Ponape","1946",NULL
"3674","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Saipan","1946",NULL
"3675","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Tinian","1946",NULL
"3676","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Ngerkabesang","1953",NULL
"3677","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Ulithi","1954",NULL
"3678","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Faraulep","1964",NULL
"3679","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Woleai","1964",NULL
"3680","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus excisus Green",NULL,"Nukuoru","1946",NULL
"3681","Insects of Micronesia 6(7)","Diaspididae","Aspiodotus spinosus Comstock",NULL,"Yap","1956",NULL
"3682","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus dictyospermi (Morgan)",NULL,"Saipan","1946",NULL
"3683","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus dictyospermi (Morgan)",NULL,"Guam","1946",NULL
"3684","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus dictyospermi (Morgan)",NULL,"Koror","1953",NULL
"3685","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus dictyospermi (Morgan)",NULL,"Wena(Moen)","1946",NULL
"3686","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus dictyospermi (Morgan)",NULL,"Majuro","1946",NULL
"3687","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus ficus Ashmead",NULL,"Bonin","1909",NULL
"3688","Insects of Micronesia 6(7)","Diaspididae","Chrysomphalus ficus Ashmead",NULL,"Ponape","1946",NULL
"3689","Insects of Micronesia 6(7)","Diaspididae","Duplaspidiotus claviger (Cockerell)",NULL,"Guam","1953",NULL
"3690","Insects of Micronesia 6(7)","Diaspididae","Duplaspidiotus tesseratus (de Charmonoy)",NULL,"Guam","1946",NULL
"3691","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Saipan","1946",NULL
"3692","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Babelthuap","1947",NULL
"3693","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Koror","1946",NULL
"3694","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Peleliu","1946",NULL
"3695","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Angaur","1949",NULL
"3696","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Yap","1949",NULL
"3697","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Ulithi","1946",NULL
"3698","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Woleai","1946",NULL
"3699","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Ifaluk","1953",NULL
"3700","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Satawal","1952",NULL
"3701","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Nomwin","1946",NULL
"3702","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Nama","1952",NULL
"3703","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Losap","1952",NULL
"3704","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Pis","1952",NULL
"3705","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Mokil","1949",NULL
"3706","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Pingelap","1949",NULL
"3707","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Wena(Moen)","1946",NULL
"3708","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Tonoas(Dublon)","1948",NULL
"3709","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Ton(Tol)","1952",NULL
"3710","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Fefan","1946",NULL
"3711","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Ponape","1946",NULL
"3712","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Kusaie","1946",NULL
"3713","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Kwajalein","1946",NULL
"3714","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Lib","1953",NULL
"3715","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Ailiglapalap","1910",NULL
"3716","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Jaluit","1946",NULL
"3717","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Likiep","1946",NULL
"3718","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Majuro","1946",NULL
"3719","Insects of Micronesia 6(7)","Diaspididae","Furcapis oceanica Lindiger",NULL,"Arno","1950",NULL
"3720","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia cyanophylli (Signoret)",NULL,"Kwajalein","1952",NULL
"3721","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia cyanophylli (Signoret)",NULL,"Ailiglapalap","1946",NULL
"3722","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Iwo Jima","1958",NULL
"3723","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Saipan","1946",NULL
"3724","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Guam","1911",NULL
"3725","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Koror","1948",NULL
"3726","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Yap","1949",NULL
"3727","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Wena(Moen)","1946",NULL
"3728","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Tonoas(Dublon)","1946",NULL
"3729","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Udot","1946",NULL
"3730","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Ponape","1946",NULL
"3731","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Kusaie","1952",NULL
"3732","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Wake","1959",NULL
"3733","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Kwajalein","1946",NULL
"3734","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Lib","1953",NULL
"3735","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Majuro","1946",NULL
"3736","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia lataniae (Signoret)",NULL,"Tarawa","1957",NULL
"3737","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Saipan","1949",NULL
"3738","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Babelthuap","1946",NULL
"3739","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Koror","1954",NULL
"3740","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Ulebsehel(Auluptagel)","1958",NULL
"3741","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Yap","1946",NULL
"3742","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Ponape","1937",NULL
"3743","Insects of Micronesia 6(7)","Diaspididae","Hemiberlesia palmae (Cockerell)",NULL,"Kusaie","1946",NULL
"3744","Insects of Micronesia 6(7)","Diaspididae","Melanaspis bromeliae (Leonardi)",NULL,"Guam","1957",NULL
"3745","Insects of Micronesia 6(7)","Diaspididae","Melanaspis bromeliae (Leonardi)",NULL,"Ponape","1953",NULL
"3746","Insects of Micronesia 6(7)","Diaspididae","Octaspidiotus araucariae Adachi and Fullaway",NULL,"Ponape","1953",NULL
"3747","Insects of Micronesia 6(7)","Diaspididae","Pseudaonidia manilensis Robinson",NULL,"Babelthuap","1953",NULL
"3748","Insects of Micronesia 6(7)","Diaspididae","Pseudaonidia manilensis Robinson",NULL,"Koror","1953",NULL
"3749","Insects of Micronesia 6(7)","Diaspididae","Semelaspidus mangiferae Takahashi",NULL,"Koror","1952",NULL
"3750","Insects of Micronesia 6(7)","Diaspididae","Semelaspidus mangiferae Takahashi",NULL,"Ulebsehel(Auluptagel)","1958",NULL
"3751","Insects of Micronesia 6(7)","Diaspididae","Odonaspis morrisoni Beardsley",NULL,"Wena(Moen)","1954",NULL
"3752","Insects of Micronesia 6(7)","Diaspididae","Odonaspis morrisoni Beardsley",NULL,"Tonoas(Dublon)","1952",NULL
"3753","Insects of Micronesia 6(7)","Diaspididae","Odonaspis morrisoni Beardsley",NULL,"Yap","1956",NULL
"3754","Insects of Micronesia 6(7)","Diaspididae","Odonaspis penicillata Green",NULL,"Koror","1956",NULL
"3755","Insects of Micronesia 6(7)","Diaspididae","Odonaspis saccharicaulis (Zehntner)",NULL,"Koror","1953",NULL
"3756","Insects of Micronesia 6(7)","Diaspididae","Andaspis punicae (Laing)",NULL,"Guam","1954",NULL
"3757","Insects of Micronesia 6(7)","Diaspididae","Andaspis punicae (Laing)",NULL,"Koror","1953",NULL
"3758","Insects of Micronesia 6(7)","Diaspididae","Andaspis punicae (Laing)",NULL,"Peleliu","1946",NULL
"3759","Insects of Micronesia 6(7)","Diaspididae","Aulacaspis madiunensis (Zehntner)",NULL,"Koror","1953",NULL
"3760","Insects of Micronesia 6(7)","Diaspididae","Aulacaspis madiunensis (Zehntner)",NULL,"Yap","1956",NULL
"3761","Insects of Micronesia 6(7)","Diaspididae","Aulacaspis rosae (Bouché)",NULL,"Bonin","1958",NULL
"3762","Insects of Micronesia 6(7)","Diaspididae","Aulacaspis tegalensis (Zehntner)",NULL,"Yap","1954",NULL
"3763","Insects of Micronesia 6(7)","Diaspididae","Diaspis boisduvalii Signoret",NULL,"Koror","1954",NULL
"3764","Insects of Micronesia 6(7)","Diaspididae","Diaspis bromeliae (Kerner)",NULL,"Ponape","1948",NULL
"3765","Insects of Micronesia 6(7)","Diaspididae","Howardia biclavis (Comstock)",NULL,"Bonin","1905",NULL
"3766","Insects of Micronesia 6(7)","Diaspididae","Howardia biclavis (Comstock)",NULL,"Babelthuap","1956",NULL
"3767","Insects of Micronesia 6(7)","Diaspididae","Howardia biclavis (Comstock)",NULL,"Ton(Tol)","1942",NULL
"3768","Insects of Micronesia 6(7)","Diaspididae","Ischnaspis longirostris (Signoret)",NULL,"Bonin","1951",NULL
"3769","Insects of Micronesia 6(7)","Diaspididae","Ischnaspis longirostris (Signoret)",NULL,"Saipan","1946",NULL
"3770","Insects of Micronesia 6(7)","Diaspididae","Ischnaspis longirostris (Signoret)",NULL,"Guam","1936",NULL
"3771","Insects of Micronesia 6(7)","Diaspididae","Ischnaspis longirostris (Signoret)",NULL,"Babelthuap","1947",NULL
"3772","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes beckii (Newman)",NULL,"Guam","1951",NULL
"3773","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes beckii (Newman)",NULL,"Tonoas(Dublon)","1942",NULL
"3774","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes beckii (Newman)",NULL,"Ponape","1949",NULL
"3775","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes beckii (Newman)",NULL,"Kwajalein","1952",NULL
"3776","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Saipan","1946",NULL
"3777","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Tinian","1946",NULL
"3778","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Guam","1937",NULL
"3779","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Koror","1953",NULL
"3780","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Ngerkabesang","1953",NULL
"3781","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Peleliu","1946",NULL
"3782","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Angaur","1938",NULL
"3783","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Yap","1946",NULL
"3784","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Ponape","1937",NULL
"3785","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes bladhiae (=similis?) Takahashi (?)",NULL,"Wake","1957",NULL
"3786","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes carolinensis Beardsley",NULL,"Yap","1956",NULL
"3787","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes carolinensis Beardsley",NULL,"Koror","1936",NULL
"3788","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Pagan","1959",NULL
"3789","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Alamagan","1948",NULL
"3790","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Anatahan","1951",NULL
"3791","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Saipan","1939",NULL
"3792","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Guam","1907",NULL
"3793","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Woleai","1946",NULL
"3794","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Faraulep","1964",NULL
"3795","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Nukuoru","1946",NULL
"3796","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Wena(Moen)","1946",NULL
"3797","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Pis","1946",NULL
"3798","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Ponape","1938",NULL
"3799","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Kusaie","1946",NULL
"3800","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Ujelang","1953",NULL
"3801","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Eniwetok","1946",NULL
"3802","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Kwajalein","1946",NULL
"3803","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Lib","1953",NULL
"3804","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Jaluit","1958",NULL
"3805","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Namorik","1953",NULL
"3806","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Likiep","1946",NULL
"3807","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes esakii Takahashi",NULL,"Majuro","1946",NULL
"3808","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes gloverii (Packard)",NULL,"Saipan","1946",NULL
"3809","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes gloverii (Packard)",NULL,"Wena(Moen)","1946",NULL
"3810","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes gloverii (Packard)",NULL,"Ponape","1946",NULL
"3811","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes micronesiensis Takahashi",NULL,"Ponape","1939",NULL
"3812","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes palauensis Beardsley",NULL,"Ngurukdabel(Urukthapel)","1953",NULL
"3813","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes palauensis Beardsley",NULL,"Babelthuap","1953",NULL
"3814","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes spinulosa Beardsley (=laterochitinosa Green?)",NULL,"Koror","1954",NULL
"3815","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes spinulosa Beardsley (=laterochitinosa Green?)",NULL,"Guam","1936",NULL
"3816","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes tokionis (Kuwana)",NULL,"Guam","1954",NULL
"3817","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes tokionis (Kuwana)",NULL,"Koror","1954",NULL
"3818","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes tokionis (Kuwana)",NULL,"Yap","1954",NULL
"3819","Insects of Micronesia 6(7)","Diaspididae","Lepidosaphes ulapa Beardsley",NULL,"Koror","1954",NULL
"3820","Insects of Micronesia 6(7)","Diaspididae","Palauaspis multiductus Beardsley",NULL,"Ngerkabesang","1954",NULL
"3821","Insects of Micronesia 6(7)","Diaspididae","Parlatoria cinerea Hadden",NULL,"Saipan","1939",NULL
"3822","Insects of Micronesia 6(7)","Diaspididae","Parlatoria crotonis Douglas",NULL,"Koror","1954",NULL
"3823","Insects of Micronesia 6(7)","Diaspididae","Parlatoria crotonis Douglas",NULL,"Wena(Moen)","1952",NULL
"3824","Insects of Micronesia 6(7)","Diaspididae","Parlatoria pergandii Comstock",NULL,"Wena(Moen)","1941",NULL
"3825","Insects of Micronesia 6(7)","Diaspididae","Parlatoria pergandii Comstock",NULL,"Ponape","1946",NULL
"3826","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Bonin","1909",NULL
"3827","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Guam","1936",NULL
"3828","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Babelthuap","1947",NULL
"3829","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Ngerkabesang","1953",NULL
"3830","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Yap","1946",NULL
"3831","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Nukuoru","1946",NULL
"3832","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Ton(Tol)","1946",NULL
"3833","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Ponape","1946",NULL
"3834","Insects of Micronesia 6(7)","Diaspididae","Parlatoria proteus (Curtis)",NULL,"Kusaie","1946",NULL
"3835","Insects of Micronesia 6(7)","Diaspididae","Parlatoria zizyphus (Lucas)",NULL,"Babelthuap","1946",NULL
"3836","Insects of Micronesia 6(7)","Diaspididae","Parlatoria zizyphus (Lucas)",NULL,"Koror","1947",NULL
"3837","Insects of Micronesia 6(7)","Diaspididae","Parlatoria zizyphus (Lucas)",NULL,"Ponape","1949",NULL
